id,name_de,synonyms_de,name_fr,synonyms_fr,name_it,synonyms_it,name_en,synonyms_en,category_de,category_fr,category_it,category_en,kcal,fat,protein
13387,"Bohne (alle Arten), getrocknet",Weisse Bohne;Rote Bohne;Borlotti Bohne,"Haricot commun (tout type), grain mature, sec",Haricot blanc;Haricot rouge;Haricot Borlotti,"Fagiolo comune (tutti tipi), seme mature, secco",Fagiolo rosso;Fagiolo bianco;Fagiolo borlotto,"Common bean (all types), mature seed, dried",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte","Produits céréaliers, légumineuses et pommes de terre/Légumineuses","Prodotti a base di cereali, legumi e patate/Legumi","Cereal products, pulses and potatoes/Pulses",305,1.5,20.9
1009,"Bohne, grün, gedämpft (ohne Zugabe von Salz)",Gartenbohne,"Haricot (vert), à la vapeur (sans adjonction de sel)",,"Fagiolini verdi, al vapore (senza agigunta di sale)",Fagiolo comune,"Green bean, steamed (without addition of salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),34,0.2,2.3
473,"Bohne, grün, getrocknet",Dörrbohne,"Haricot (vert) sec, cru",,"Fagiolini verdi, secchi",Fagiolo comune,"Bean, green, dried",,Gemüse/Gemüse getrocknet,Légumes/Légumes secs,Verdure/Verdure secche,Vegetables/Dried vegetables,252,2,20.2
353,"Bohne, grün, roh",Gartenbohne,"Haricot vert, cru",,"Fagiolino verde, crudo",,"Bean, green, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,31,0.2,2.1
653,Bolognaisesauce,Tomaten-Hackfleischsauce,Sauce bolognaise,,Ragù alla bolognese,,Ground meat sauce,,Verschiedenes/Saucen,Divers/Sauces,Diversi/Salse,Various/Sauces,96,4,6.3
668,"Bouillon, Fleisch, zubereitet",Klare Brühe,"Bouillon de viande, preparé",,Brodo di carne preparato,,"Bouillon, meat, prepared",,Gerichte/Eintöpfe und Suppen,Plats/Potages et soupes,Cibi/Brodi e zuppe,Prepared dishes/Stews and soups,5,0.3,0.3
665,"Bouillon, Geflügel, zubereitet",Klare Brühe,"Bouillon de poule, preparé",,Brodo di pollo preparato,,"Bouillon, poultry, prepared",,Gerichte/Eintöpfe und Suppen,Plats/Potages et soupes,Cibi/Brodi e zuppe,Prepared dishes/Stews and soups,5,0.3,0.3
664,"Bouillon, Gemüse, zubereitet",Klare Brühe,"Bouillon de légumes, preparé",,"Brodo di verdura, preparato",,"Bouillon, vegetable, prepared",,Gerichte/Eintöpfe und Suppen,Plats/Potages et soupes,Cibi/Brodi e zuppe,Prepared dishes/Stews and soups,6,0.4,0.3
642,Branchli (Milchschokolade mit Haselnusscrèmefüllung),Schokoladenstängeli,"Chocolat au lait, fourré à la crème de noisettes ",Branche,Cioccolato al latte ripieno di crema alle nocciole,Branche,Milk chocolate filled with nuts (chocolate bar),,Süssigkeiten/Schokolade und Kakaoerzeugnisse,Sucreries/Chocolat et produits chocolatés,Dolciumi/Cioccolato e prodotti a base di cacao,Sweets/Chocolate and cocoa products,557,36,7.6
518,Branntwein aus Getreide (z.B. Whisky),Getreideschnaps,Eau-de-vie de céréales (p.ex. Whisky),,Acquavite di cereali (p.es. Whisky),,"Spirits, grain (e.g. whisky)",,Alkoholhaltige Getränke/Spirituosen,Boissons alcoolisées/Spiritueux,Bevande alcoliche/Spiritosi,Alcoholic beverages/Spirits,252,0,0
519,Branntwein aus Wein (z.B.Cognac),,Eau-de-vie de vin (p. ex. Cognac),,Acquavite di vino (p.es. Cognac),,"Spirits, wine (e.g. cognac)",,Alkoholhaltige Getränke/Spirituosen,Boissons alcoolisées/Spiritueux,Bevande alcoliche/Spiritosi,Alcoholic beverages/Spirits,240,0,0
520,Branntwein aus Zuckerrohr (z.B. Rum),Zuckerrohrschnaps,Eau-de-vie de canne à sucre (p.ex. Rhum),,Acquavite di canna da zucchero (p.es. Rum),,"Spirits, sugar cane (e.g. rum)",,Alkoholhaltige Getränke/Spirituosen,Boissons alcoolisées/Spiritueux,Bevande alcoliche/Spiritosi,Alcoholic beverages/Spirits,234,0,0
50,Bratbutter,,Beurre à rôtir,,Burro per arrostire,,"Butter, clarified",,Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter,Graisses et huiles/Graisses;Lait et produits laitiers/Crème et beurre,Grassi e oli/Grassi;Latte e prodotti di latte/Panna e burro,Fats and oils/Fats;Milk and dairy products/Cream and butter,885,98.3,0.1
650,"Bratensauce, gebunden",,"Sauce de rôti, liée",,"Salsa d'arrosto, legata",,"Gravy, thickened",,Verschiedenes/Saucen,Divers/Sauces,Diversi/Salse,Various/Sauces,53,3,1.6
651,"Bratensauce, klar",,"Sauce de rôti, claire",,"Salsa d'arrosto, chiara",,"Gravy, brown",,Verschiedenes/Saucen,Divers/Sauces,Diversi/Salse,Various/Sauces,44,2.5,1.5
705,Bresaola,,Bresaola,,Bresaola,,Bresaola (cured beef),,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,166,3.9,32.4
10051,"Brie, halbfett",,"Brie, mi-gras",,"Brie, semigrasso",,"Brie, at least 25% fidm",,Milch und Milchprodukte/Weichkäse,Lait et produits laitiers/Fromage à pâte molle,Latte e prodotti di latte/Formaggio a pasta molle,Milk and dairy products/Soft cheese,200,11.5,24
616,"Brie, Rahm",,"Brie, à la crème",,"Formaggio Brie, alla panna",,"Brie, at least 50% fidm",,Milch und Milchprodukte/Weichkäse,Lait et produits laitiers/Fromage à pâte molle,Latte e prodotti di latte/Formaggio a pasta molle,Milk and dairy products/Soft cheese,335,30,16
613,"Brie, vollfett",,"Brie, gras",,"Formaggio Brie, grasso",,"Brie, at least 45% fidm",,Milch und Milchprodukte/Weichkäse,Lait et produits laitiers/Fromage à pâte molle,Latte e prodotti di latte/Formaggio a pasta molle,Milk and dairy products/Soft cheese,300,23.5,21.8
1005,"Broccoli, gedämpft (ohne Zugabe von Salz)",,"Brocoli, à la vapeur (sans adjonction de sel)",,"Broccoli, al vapore (senza aggiunta di sale)",,"Broccoli, steamed (without addition of salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),30,0.4,2.9
351,"Broccoli, roh",,"Brocoli, cru",,"Broccoli, crudi",,"Broccoli, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,31,0.4,3
383,"Brombeere, roh",,"Mûre, crue",,"Mora, cruda",,"Blackberry, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,44,0.4,1
1594,"Brombeerkuchen, gebacken (mit Blätterteig)",Brombeerwähe,"Tarte aux mûres, cuite au four (pâte feuilletée)",,"Torta di mora, cotta nel forno (pasta sfoglia)",,"Blackberry pie, baked (with puff pastry)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins","Sucreries/Gâteaux, tourtes et cakes;Plats/Tartes sucrées et salées et gratins","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",135,7,2.8
1596,"Brombeerkuchen, gebacken (mit Kuchenteig)",Brombeerwähe,"Tarte aux mûres, cuite au four (pâte à gateau)",,"Torta di mora, cotta nel forno (pasta per torta)",,"Blackberry pie, baked (with cake dough)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins","Sucreries/Gâteaux, tourtes et cakes;Plats/Tartes sucrées et salées et gratins","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",126,4.9,3.2
1485,"Brombeerkuchen, gebacken (mit süssem Mürbeteig)",,"Tarte aux mûres, cuite au four (pâte brisée sucrée)",,"Torta di mora, cotta nel forno (pasta frolla dolce)",,"Blackberry pie, baked (with sweet short pastry base)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins","Sucreries/Gâteaux, tourtes et cakes;Plats/Tartes sucrées et salées et gratins","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",199,11.3,3.2
10446,Brot (Durchschnitt),,Pain (moyenne),,Pane (in media),,Bread (average),,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",265,4.7,9.2
1112,Brühwürste geräuchert (Durchschnitt),,"Produits de charcuterie échaudés, fumés (moyenne)",,Salsiccia da cuocere affumicata (in media),,Cooked smoked sausages (average),,Fleisch- und Wurstwaren/Brühwurstware,Produits carnés et charcuterie/Produits de charcuterie bouillis,Prodotti carnei e insaccati/Salsicce scottate,Sausages and cold meats/Boilded sausage products,263,22.7,14.3
1113,Brühwürste ungeräuchert (Durchschnitt),,"Produits de charcuterie échaudés, non fumés (moyenne)",,Salsiccia da cuocere non affumicata (in media),,Cooked sausages not smoked (average),,Fleisch- und Wurstwaren/Brühwurstware,Produits carnés et charcuterie/Produits de charcuterie bouillis,Prodotti carnei e insaccati/Salsicce scottate,Sausages and cold meats/Boilded sausage products,256,22.2,13.2
371,"Brunnenkresse, roh",,"Cresson, cru",,"Crescione, crudo",,"Water cress, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,17,0.2,2.2
864,Brunsli,,Brun de Bâle,,Brunsli di Basilea,,Brunsli (chocolate cookie),,Süssigkeiten/Guetzli,Sucreries/Biscuits,Dolciumi/Biscotti,Sweets/Cookies/Biscuits,493,28.9,12.7
421,"Buchweizen, Korn geschält",,"Sarrasin, grains décortiqués",Blé noir,"Grano saraceno, sgusciato",,"Buckwheat, grain peeled",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte","Produits céréaliers, légumineuses et pommes de terre/Autres produits céréaliers","Prodotti a base di cereali, legumi e patate/Altri prodotti a base di cereali","Cereal products, pulses and potatoes/Other cereal products",343,1.7,9.1
420,Buchweizenmehl,,Farine de sarrasin,Blé noir,Farina di grano saraceno,,Buckwheat flour,,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke","Produits céréaliers, légumineuses et pommes de terre/Farines et amidon","Prodotti a base di cereali, legumi e patate/Farine e amidi","Cereal products, pulses and potatoes/Flour and starch",344,2.8,12
669,Bündner Gerstensuppe,,Soupe d'orge des Grisons,Potage,Zuppa d'orzo grigionese,,Graubünden barley soup,,Gerichte/Eintöpfe und Suppen,Plats/Potages et soupes,Cibi/Brodi e zuppe,Prepared dishes/Stews and soups,42,0.9,1.4
842,Bürli (halbweiss),,"Petit pain Bürli"" (farine mi-blanche)""",,"Panino Bürli"" (farina semibianca)""",,Bread roll (semi white),,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",216,1,8.6
836,"Buttergipfeli, hell",,Croissant blanc au beurre,,Cornetto biancho al burro,Croissant,"Butter croissant, white",,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",432,24.2,8.8
834,"Buttergipfeli, Vollkorn",Rusticogipfeli,"Croissant au beurre, complet",,"Cornetto al burro, integrale",Croissant,"Butter croissant, wholemeal",,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",366,19.8,6.4
529,Buttermilch,,Babeurre,,Latticello,,Buttermilk,,Milch und Milchprodukte/Milch- und Joghurtgetränke,Lait et produits laitiers/Boissons lactées et yogourts à boire,Latte e prodotti di latte/Bevande a base di latte e yogurt,Milk and dairy products/Milk and yoghurt beverages,33,0.5,3.2
822,Butterweggli,,Petit pain au lait,,Panino al latte,,"Weggli, bread roll made with butter",,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",310,8.7,9.4
820,Butterzopf,,Tresse au beurre,,Treccia al burro,,Braided white bread made with butter,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",326,11.4,9
1460,"Butterzopf, Vollkorn",,"Tresse au beurre, au blé entier",,"Treccia al burro, integrale",,"Braided bread, wholemeal, made with butter",,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",272,6.4,9.4
1188,"Café crème, ungezuckert",,"Café crème, non sucré",,"Caffe crema, non zuccherato",,"Coffee with coffee cream, no sugar added",,Alkoholfreie Getränke/Kaffee,Boissons sans alcool/Café,Bevande analcoliche/Caffè,Non-alcoholic beverages/Coffee,14,1.1,0.3
877,Cake Financier,,Cake financier,,Cake alla finanziera,,Cake financier,,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,426,25.5,9.8
10486,Calimocho (Rotwein mit Cola),,Calimocho (Vin rouge avec cola),,Calimocho (Vino rosso con cola),,Calimocho (red wine mixed with cola),,Alkoholfreie Getränke/Süssgetränke;Alkoholhaltige Getränke/Sonstige alkoholische Getränke,Boissons sans alcool/Boissons sucrées;Boissons alcoolisées/Autres boissons alcoolisées,Bevande analcoliche/Bevande zuccherate;Bevande alcoliche/Altre bevande alcoliche,Non-alcoholic beverages/Soft drinks;Alcoholic beverages/Other alcoholic beverages,58,0,0
622,"Camembert, halbfett",,"Camembert, mi-gras",,"Formaggio Camembert, semigrasso",,"Camembert, at least 25% fidm",,Milch und Milchprodukte/Weichkäse,Lait et produits laitiers/Fromage à pâte molle,Latte e prodotti di latte/Formaggio a pasta molle,Milk and dairy products/Soft cheese,178,10,22
619,"Camembert, Rahm",,"Camembert, à la crème",,"Formaggio Camembert, alla panna",,"Camembert, at least 50% fidm",,Milch und Milchprodukte/Weichkäse,Lait et produits laitiers/Fromage à pâte molle,Latte e prodotti di latte/Formaggio a pasta molle,Milk and dairy products/Soft cheese,352,31.7,16.4
614,"Camembert, vollfett",,"Camembert, gras",,"Formaggio Camembert, grasso",,"Camembert, at least 45% fidm",,Milch und Milchprodukte/Weichkäse,Lait et produits laitiers/Fromage à pâte molle,Latte e prodotti di latte/Formaggio a pasta molle,Milk and dairy products/Soft cheese,299,23.7,21.2
1644,"Cannelloni mit Fleischfüllung, zubereitet",,"Cannellonis à la viande, préparés",,"Cannelloni con carne, preparati",,"Cannelloni filled with meat, prepared",,Gerichte/Italienische Gerichte,Plats/Plats italiens,Cibi/Cibi italiani,Prepared dishes/Italian dishes,193,9.9,10.4
1646,"Cannelloni mit Spinat-Ricotta-Füllung, zubereitet",,"Cannellonis aux épinards à la ricotta, préparés",,"Cannelloni con ricotta e spinaci, preparati",,"Cannelloni filled with spinach and ricotta, prepared",,Gerichte/Italienische Gerichte,Plats/Plats italiens,Cibi/Cibi italiani,Prepared dishes/Italian dishes,222,13.7,8.7
1121,"Cappuccino (ohne Schokoladenpulver), ungezuckert",,"Cappuccino (sans poudre de chocolat), non sucré",,"Cappuccino (senza polvere di cioccolato), non zuccherato",,"Cappuccino (without chocolate powder), no sugar added",,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,Lait et produits laitiers/Boissons lactées et yogourts à boire;Boissons sans alcool/Café,Latte e prodotti di latte/Bevande a base di latte e yogurt;Bevande analcoliche/Caffè,Milk and dairy products/Milk and yoghurt beverages;Non-alcoholic beverages/Coffee,37,2.2,1.8
1692,"Capuns, zubereitet",Mangoldwickel,"Capuns, préparés",,"Capuns, preparati",,"Capuns, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,168,10.4,8.1
275,Cashewnuss,Cashewkern,Noix de cajou,,Anacardi,,Cashew nut,,"Nüsse, Samen und Ölfrüchte","Noix, graines et produits oléagineux","Noci, semi e frutti oleosi","Nuts, seeds and oleaginous fruit",593,45.2,18.2
1081,Cervelat,Chlöpfer;Stumpen;Bockwurst,Cervelas,,Cervelat,,Cervelat (Swiss sausage),,Fleisch- und Wurstwaren/Brühwurstware,Produits carnés et charcuterie/Produits de charcuterie bouillis,Prodotti carnei e insaccati/Salsicce scottate,Sausages and cold meats/Boilded sausage products,249,21.5,13.4
629,Champignon (Konserve),,"Champignons de Paris, conserve",,"Funghi prataioli, conserva",Champignons,"Mushroom, canned",,Gemüse/Pilze,Légumes/Champignons,Verdure/Funghi,Vegetables/Mushrooms,19,0.3,2.3
1037,"Champignon, gedünstet (ohne Zugabe von Fett und Salz)",,"Champignon, à l'étuvée (sans adjonction de graisse ni de sel)",,"Funghi prataioli, stufati (senza aggiunta di grasso e sale)",Champignons,"Mushroom, stewed (without addition of fat and salt)",,Gemüse/Pilze,Légumes/Champignons,Verdure/Funghi,Vegetables/Mushrooms,27,0.4,3.5
375,"Champignon, roh",,"Champignon, cru",,"Fungo prataiolo, crudo",Champignons,"Mushroom, raw",,Gemüse/Pilze,Légumes/Champignons,Verdure/Funghi,Vegetables/Mushrooms,22,0.3,2.9
1006,"Chicorée, gedämpft (ohne Zugabe von Salz)",Brüsseler Endivie,"Endive, à la vapeur (sans adjonction de sel)",Chicorée de Bruxelles,"Cicoria belga, al vapore (senza aggiunta di sale)",Indivia belga,"Chicory, steamed (without addition of salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),14,0.2,1
447,"Chicorée, roh",Brüsseler Endivie,"Endive, crue",Chicorée de Bruxelles,"Insalata belga, cruda",,"Chicory, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,14,0.2,1
1648,"Chili con carne, zubereitet",,"Chili con carne, préparé",,"Chili con carne, preparato",,"Chili con carne, prepared",,Gerichte/Eintöpfe und Suppen,Plats/Potages et soupes,Cibi/Brodi e zuppe,Prepared dishes/Stews and soups,125,4.4,10.8
1007,"Chinakohl, gedünstet (ohne Zugabe von Fett und Salz)",Pekingkohl;Selleriekohl;Japankohl,"Chou de Chine, à l'étuvée (sans adjonction de graisse ni de sel)",,"Cavolo cinese, stufato (senza aggiunta di grasso e sale)",,"Chinese cabbage, stewed (without addition of fat and salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),16,0.3,1.2
